event,event_time,symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,last_qty,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,open_price,high_price,low_price,base_volume,quote_volume,open_time,close_time,first_trade_id,last_trade_id,trade_count
24hrTicker,2025-06-10T15:46:08.023+07:00,ETHUSDT,190.09,7.636,2625.62537761,2489.32,2679.42,15.7007,2679.41,59.0194,2679.42,34.4646,2489.33,2726.78,2489.17,776740.3726,2.03942923411106E9,2025-06-09T15:46:08.011+07:00,2025-06-10T15:46:08.011+07:00,2508387256,2512043813,3656558
24hrTicker,2025-06-10T15:46:09.023+07:00,ETHUSDT,190.08,7.636,2625.62548404,2489.32,2679.41,0.3732,2679.41,73.1628,2679.42,54.5061,2489.33,2726.78,2489.17,776741.9095,2.039433352107926E9,2025-06-09T15:46:09.013+07:00,2025-06-10T15:46:09.013+07:00,2508387256,2512043818,3656563
24hrTicker,2025-06-10T15:46:10.034+07:00,ETHUSDT,190.09,7.636,2625.6265559,2489.33,2679.42,15.3447,2679.41,68.7024,2679.42,24.2735,2489.33,2726.78,2489.17,776757.202,2.039474337060974E9,2025-06-09T15:46:10.012+07:00,2025-06-10T15:46:10.012+07:00,2508387257,2512043840,3656584
24hrTicker,2025-06-10T15:46:11.034+07:00,ETHUSDT,190.09,7.636,2625.62655847,2489.33,2679.42,15.3476,2679.41,73.1832,2679.42,9.0742,2489.33,2726.78,2489.17,776757.1914,2.039474311225337E9,2025-06-09T15:46:11.001+07:00,2025-06-10T15:46:11.001+07:00,2508387259,2512043841,3656583
24hrTicker,2025-06-10T15:46:12.034+07:00,ETHUSDT,190.1,7.637,2625.62656834,2489.33,2679.42,15.3476,2679.41,74.2532,2679.42,25.7474,2489.32,2726.78,2489.17,776757.1352,2.039474171324991E9,2025-06-09T15:46:12.009+07:00,2025-06-10T15:46:12.009+07:00,2508387261,2512043841,3656581
24hrTicker,2025-06-10T15:46:13.033+07:00,ETHUSDT,190.1,7.637,2625.62672153,2489.32,2679.42,1.0221,2679.41,93.0523,2679.42,32.9134,2489.32,2726.78,2489.17,776759.3349,2.039480065909904E9,2025-06-09T15:46:13.008+07:00,2025-06-10T15:46:13.008+07:00,2508387262,2512043852,3656591
24hrTicker,2025-06-10T15:46:14.033+07:00,ETHUSDT,190.09,7.636,2625.62674047,2489.32,2679.41,0.0024,2679.41,86.0884,2679.42,30.6803,2489.32,2726.78,2489.17,776759.2303,2.039479805983248E9,2025-06-09T15:46:14.010+07:00,2025-06-10T15:46:14.010+07:00,2508387263,2512043853,3656591
24hrTicker,2025-06-10T15:46:15.033+07:00,ETHUSDT,190.1,7.637,2625.6269512,2489.32,2679.42,0.509,2679.41,106.9743,2679.42,18.3645,2489.32,2726.78,2489.17,776758.7393,2.039478680488028E9,2025-06-09T15:46:15.008+07:00,2025-06-10T15:46:15.008+07:00,2508387264,2512043856,3656593
24hrTicker,2025-06-10T15:46:16.033+07:00,ETHUSDT,189.05,7.594,2625.63655246,2489.32,2678.37,0.002,2678.37,30.0718,2678.38,58.1156,2489.32,2726.78,2489.17,776898.0927,2.039852029731425E9,2025-06-09T15:46:16.005+07:00,2025-06-10T15:46:16.005+07:00,2508387265,2512044444,3657180
24hrTicker,2025-06-10T15:46:17.033+07:00,ETHUSDT,189.18,7.6,2625.6373959,2489.19,2678.37,0.0022,2678.37,66.6487,2678.38,26.173,2489.19,2726.78,2489.17,776894.8435,2.039844153775685E9,2025-06-09T15:46:17.014+07:00,2025-06-10T15:46:17.014+07:00,2508387328,2512044446,3657119
